total_energy_kwh,flat_revenue,dynamic_revenue,net_revenue_lift,pct_revenue_lift,avg_utilization,avg_satisfaction,mae_demand,rmse_demand
13388.58864092884,3347.14716023221,3577.6154654109278,230.46830517871786,6.885514563474676,0.3753695430922433,0.9631471374860815,17.586859705941635,27.472475786059505
